invoice_id,extracted_due_date_raw,extracted_due_date,extracted_payment_term_raw,extracted_payment_term,extracted_vendor_id,extracted_invoice_amount_raw,extracted_invoice_amount,extracted_invoice_date_raw,extracted_invoice_date,extracted_po_number,extracted_currency,extracted_contract_reference,ground_truth_due_date,ground_truth_payment_term,ground_truth_vendor_id,ground_truth_invoice_amount,ground_truth_invoice_date,ground_truth_po_number,ground_truth_currency,ground_truth_contract_reference
INV00001865,,,90,90.0,V00179,73725.85,73725.85,2025-11-03,2025-11-03,PO0000353,MXN,CT000179,2026-02-08,90,V00179,73725.85,2025-11-03,PO0000353,MXN,CT000179
INV00001866,21/10/2025,2025-10-21,30,30.0,V00003,8781.94,8781.94,2025-09-15,2025-09-15,PO0000087,BRL,CT000003,2025-10-21,30,V00003,8781.94,2025-09-15,PO0000087,BRL,CT000003
INV00001867,2026-01-27,2026-01-27,30,30.0,V00349,42746.79,42746.79,2025-12-22,2025-12-22,PO0000132,ZAR,CT000349,2026-01-27,30,V00349,42746.79,2025-12-22,PO0000132,ZAR,CT000349
INV00001868,2025-03-19,2025-03-19,60,60.0,V00380,10424.20,10424.2,2025-01-11,2025-01-11,PO0000432,IDR,CT000380,2025-03-19,60,V00380,10424.2,2025-01-11,PO0000432,IDR,CT000380
INV00001869,27/04/2025,2025-04-27,60,60.0,V00177,30482.58,30482.58,2025-02-21,2025-02-21,PO0000718,,CT000177,2025-04-27,60,V00177,30482.58,2025-02-21,PO0000718,MXN,CT000177
INV00001870,2026-05-15,2026-05-15,60,60.0,V00071,64629.14,64629.14,2026-03-10,2026-03-10,PO0000493,INR,,2026-05-15,60,V00071,64629.14,2026-03-10,PO0000493,INR,CT000071
INV00001871,2025-08-19,2025-08-19,30,30.0,V00337,7088.50,7088.5,2025-07-18,2025-07-18,PO0000890,EUR,CT000337,2025-08-19,30,V00337,7088.5,2025-07-18,PO0000890,EUR,CT000337
INV00001872,2026-02-14,2026-02-14,30,30.0,V00298,2324.94,2324.94,2026-01-10,2026-01-10,PO0000380,BRL,CT000298,2026-02-14,30,V00298,2324.94,2026-01-10,PO0000380,BRL,CT000298
INV00001873,2026-04-01,2026-04-01,60,60.0,V00012,113543.76,113543.76,2026-01-26,2026-01-26,PO0000150,INR,CT000012,2026-04-01,60,V00012,113543.76,2026-01-26,PO0000150,INR,CT000012
INV00001874,2025-05-28,2025-05-28,90,90.0,V00194,27242.50,27242.5,2025-02-24,2025-02-24,PO0000076,GBP,CT000194,2025-05-28,90,V00194,27242.5,2025-02-24,PO0000076,GBP,CT000194
INV00001875,22/12/2025,2025-12-22,30,30.0,V00149,"14,582.34",14582.34,17/11/2025,2025-11-17,PO0000500,IDR,CT000149,2025-12-22,30,V00149,14582.34,2025-11-17,PO0000500,IDR,CT000149
INV00001876,2025-04-25,2025-04-25,30,30.0,V00386,13765.11,13765.11,2025-03-21,2025-03-21,PO0000145,BRL,CT000386,2025-04-25,30,V00386,13765.11,2025-03-21,PO0000145,BRL,CT000386
INV00001877,2025-04-28,2025-04-28,45,45.0,V00420,1806.23,1806.23,2025-03-11,2025-03-11,PO0001055,GBP,CT000420,2025-04-28,45,V00420,1806.23,2025-03-11,PO0001055,GBP,CT000420
INV00001878,2025-06-12,2025-06-12,45,45.0,V00334,20316.08,20316.08,2025-04-22,2025-04-22,PO0000797,EUR,CT000334,2025-06-12,45,V00334,20316.08,2025-04-22,PO0000797,EUR,CT000334
INV00001879,2026-01-09,2026-01-09,30,30.0,V00244,9347.90,9347.9,2025-12-10,2025-12-10,PO0000514,BRL,CT000244,2026-01-09,30,V00244,9347.9,2025-12-10,PO0000514,BRL,CT000244
INV00001880,2025-04-15,2025-04-15,60,60.0,V00160,17241.91,17241.91,2025-02-12,2025-02-12,PO0000020,GBP,CT000160,2025-04-15,60,V00160,17241.91,2025-02-12,PO0000020,GBP,CT000160
INV00001881,,,60,60.0,V00327,16844.97,16844.97,,,PO0000864,EUR,CT000327,2026-01-01,60,V00327,16844.97,2025-10-31,PO0000864,EUR,CT000327
INV00001882,2025-09-27,2025-09-27,90,90.0,V00124,470.29,470.29,2025-06-23,2025-06-23,PO0000270,EUR,CT000124,2025-09-27,90,V00124,470.29,2025-06-23,PO0000270,EUR,CT000124
INV00001883,2025-06-04,2025-06-04,30,30.0,V00313,"27,295.12",27295.12,2025-05-01,2025-05-01,PO0001174,IDR,CT000313,2025-06-04,30,V00313,27295.12,2025-05-01,PO0001174,IDR,CT000313
INV00001884,2025-06-26,2025-06-26,60,60.0,V00380,19898.86,19898.86,2025-04-20,2025-04-20,PO0001050,INR,CT000380,2025-06-26,60,V00380,19898.86,2025-04-20,PO0001050,INR,CT000380
INV00001885,2025-07-28,2025-07-28,45,45.0,V00073,22912.40,22912.4,2025-06-06,2025-06-06,PO0001075,GBP,CT000073,2025-07-28,45,V00073,22912.4,2025-06-06,PO0001075,GBP,CT000073
INV00001886,2025-07-11,2025-07-11,30,30.0,V00095,13459.08,13459.08,2025-06-08,2025-06-08,PO0000111,USD,CT000095,2025-07-11,30,V00095,13459.08,2025-06-08,PO0000111,USD,CT000095
INV00001887,2025-07-28,2025-07-28,60,60.0,V00159,17177.74,17177.74,2025-05-24,2025-05-24,PO0000440,USD,CT000159,2025-07-28,60,V00159,17177.74,2025-05-24,PO0000440,USD,CT000159
INV00001888,2025-09-24,2025-09-24,30,30.0,V00348,"19,564.05",19564.05,2025-08-24,2025-08-24,PO0000096,IDR,CT000348,2025-09-24,30,V00348,19564.05,2025-08-24,PO0000096,IDR,CT000348
INV00001889,2026-05-12,2026-05-12,45,45.0,V00270,"21,763.21",21763.21,2026-03-28,2026-03-28,PO0000754,ZAR,CT000270,2026-05-12,45,V00270,21763.21,2026-03-28,PO0000754,ZAR,CT000270
INV00001890,2025-09-11,2025-09-11,45,45.0,V00082,26886.12,26886.12,2025-07-25,2025-07-25,PO0000574,GBP,CT000082,2025-09-11,45,V00082,26886.12,2025-07-25,PO0000574,GBP,CT000082
INV00001891,2025-05-26,2025-05-26,60,60.0,V00155,,,2025-03-25,2025-03-25,PO0000074,MXN,,2025-05-26,60,V00155,21958.31,2025-03-25,PO0000074,MXN,CT000155
INV00001892,2025-11-10,2025-11-10,30,30.0,V00271,113801.99,113801.99,2025-10-06,2025-10-06,PO0000599,BRL,CT000271,2025-11-10,30,V00271,113801.99,2025-10-06,PO0000599,BRL,CT000271
INV00001893,2026-02-16,2026-02-16,30,30.0,V00406,7613.55,7613.55,2026-01-13,2026-01-13,PO0000484,GBP,CT000406,2026-02-16,30,V00406,7613.55,2026-01-13,PO0000484,GBP,CT000406
INV00001894,2025-11-15,2025-11-15,45,45.0,V00190,"11,007.12",11007.12,2025-09-30,2025-09-30,PO0000530,BRL,CT000190,2025-11-15,45,V00190,11007.12,2025-09-30,PO0000530,BRL,CT000190
INV00001895,2025-10-02,2025-10-02,30,30.0,V00032,96529.53,96529.53,30/08/2025,2025-08-30,PO0000146,EUR,CT000032,2025-10-02,30,V00032,96529.53,2025-08-30,PO0000146,EUR,CT000032
INV00001896,2025-12-04,2025-12-04,30,30.0,V00044,13872.55,13872.55,2025-11-01,2025-11-01,PO0000264,GBP,CT000044,2025-12-04,30,V00044,13872.55,2025-11-01,PO0000264,GBP,CT000044
INV00001897,2026-04-06,2026-04-06,60,60.0,V00013,43400.22,43400.22,2026-02-05,2026-02-05,PO0001178,IDR,CT000013,2026-04-06,60,V00013,43400.22,2026-02-05,PO0001178,IDR,CT000013
INV00001898,10/03/2025,2025-03-10,30,30.0,V00053,18812.56,18812.56,2025-02-04,2025-02-04,PO0000069,MXN,CT000053,2025-03-10,30,V00053,18812.56,2025-02-04,PO0000069,MXN,CT000053
INV00001899,2026-05-14,2026-05-14,45,45.0,V00174,12846.13,12846.13,2026-03-23,2026-03-23,PO0000850,EUR,CT000174,2026-05-14,45,V00174,12846.13,2026-03-23,PO0000850,EUR,CT000174
INV00001900,2026-03-20,2026-03-20,30,30.0,V00119,45961.56,45961.56,2026-02-11,2026-02-11,PO0000311,ZAR,CT000119,2026-03-20,30,V00119,45961.56,2026-02-11,PO0000311,ZAR,CT000119
INV00001901,2026-05-20,2026-05-20,60,60.0,V00127,28123.02,28123.02,2026-03-14,2026-03-14,PO0001236,BRL,CT000127,2026-05-20,60,V00127,28123.02,2026-03-14,PO0001236,BRL,CT000127
INV00001902,2025-09-21,2025-09-21,30,30.0,V00322,3259.37,3259.37,,,PO0000948,EUR,CT000322,2025-09-21,30,V00322,3259.37,2025-08-15,PO0000948,EUR,CT000322
INV00001903,01/04/2026,2026-04-01,60,60.0,V00201,19578.12,19578.12,2026-01-24,2026-01-24,PO0000595,MXN,CT000201,2026-04-01,60,V00201,19578.12,2026-01-24,PO0000595,MXN,CT000201
INV00001904,2025-03-24,2025-03-24,45,45.0,V00307,5739.83,5739.83,07/02/2025,2025-02-07,PO0000183,ZAR,CT000307,2025-03-24,45,V00307,5739.83,2025-02-07,PO0000183,ZAR,CT000307
INV00001905,2025-08-25,2025-08-25,45,45.0,V00228,372791.23,372791.23,2025-07-08,2025-07-08,PO0000032,,CT000228,2025-08-25,45,V00228,372791.23,2025-07-08,PO0000032,GBP,CT000228
INV00001906,11/03/2026,2026-03-11,30,30.0,V00087,102874.96,102874.96,05/02/2026,2026-02-05,PO0000062,USD,CT000087,2026-03-11,30,V00087,102874.96,2026-02-05,PO0000062,USD,CT000087
INV00001907,2025-07-09,2025-07-09,60,60.0,V00399,116736.06,116736.06,2025-05-04,2025-05-04,PO0000043,GBP,CT000399,2025-07-09,60,V00399,116736.06,2025-05-04,PO0000043,GBP,CT000399
INV00001908,2026-02-14,2026-02-14,60,60.0,V00201,23751.22,23751.22,2025-12-14,2025-12-14,PO0001019,MXN,CT000201,2026-02-14,60,V00201,23751.22,2025-12-14,PO0001019,MXN,CT000201
INV00001909,2025-07-15,2025-07-15,45,45.0,V00352,10050.26,10050.26,2025-05-26,2025-05-26,PO0000274,,CT000352,2025-07-15,45,V00352,10050.26,2025-05-26,PO0000274,USD,CT000352
INV00001910,2025-11-16,2025-11-16,45,45.0,V00041,22876.06,22876.06,2025-09-26,2025-09-26,PO0000836,GBP,CT000041,2025-11-16,45,V00041,22876.06,2025-09-26,PO0000836,GBP,CT000041
INV00001911,2025-12-13,2025-12-13,45,45.0,V00357,"6,083.22",6083.22,2025-10-25,2025-10-25,PO0000656,GBP,CT000357,2025-12-13,45,V00357,6083.22,2025-10-25,PO0000656,GBP,CT000357
INV00001912,2026-05-06,2026-05-06,90,90.0,V00301,191525.02,191525.02,2026-02-04,2026-02-04,,USD,CT000301,2026-05-06,90,V00301,191525.02,2026-02-04,PO0001225,USD,CT000301
INV00001913,2025-07-05,2025-07-05,30,30.0,V00163,"57,186.60",57186.6,2025-06-05,2025-06-05,PO0000024,,CT000163,2025-07-05,30,V00163,57186.6,2025-06-05,PO0000024,BRL,CT000163
INV00001914,2026-02-11,2026-02-11,45,45.0,V00334,"224,205.69",224205.69,2025-12-25,2025-12-25,PO0000970,MXN,CT000334,2026-02-11,45,V00334,224205.69,2025-12-25,PO0000970,MXN,CT000334
INV00001915,2025-09-16,2025-09-16,60,60.0,V00312,46485.78,46485.78,2025-07-17,2025-07-17,PO0000683,EUR,CT000312,2025-09-16,60,V00312,46485.78,2025-07-17,PO0000683,EUR,CT000312
INV00001916,2025-08-02,2025-08-02,30,30.0,V00376,77451.31,77451.31,28/06/2025,2025-06-28,PO0000047,ZAR,CT000376,2025-08-02,30,V00376,77451.31,2025-06-28,PO0000047,ZAR,CT000376
INV00001917,2025-03-24,2025-03-24,45,45.0,V00054,,,2025-02-06,2025-02-06,PO0000052,ZAR,CT000054,2025-03-24,45,V00054,5098.21,2025-02-06,PO0000052,ZAR,CT000054
INV00001918,2025-03-13,2025-03-13,30,30.0,V00373,1597.32,1597.32,2025-02-04,2025-02-04,PO0000630,MXN,CT000373,2025-03-13,30,V00373,1597.32,2025-02-04,PO0000630,MXN,CT000373
INV00001919,2026-01-23,2026-01-23,30,30.0,V00321,17804.55,17804.55,2025-12-17,2025-12-17,PO0000235,IDR,CT000321,2026-01-23,30,V00321,17804.55,2025-12-17,PO0000235,IDR,CT000321
INV00001920,2025-03-25,2025-03-25,30,30.0,V00142,13114.03,13114.03,2025-02-17,2025-02-17,PO0000679,INR,CT000142,2025-03-25,30,V00142,13114.03,2025-02-17,PO0000679,INR,CT000142
INV00001921,2025-03-27,2025-03-27,30,30.0,V00148,28148.62,28148.62,2025-02-20,2025-02-20,PO0000638,EUR,CT000148,2025-03-27,30,V00148,28148.62,2025-02-20,PO0000638,EUR,CT000148
INV00001922,2025-06-24,2025-06-24,90,90.0,V00107,"16,543.13",16543.13,2025-03-26,2025-03-26,PO0001185,ZAR,CT000107,2025-06-24,90,V00107,16543.13,2025-03-26,PO0001185,ZAR,CT000107
INV00001923,2025-08-09,2025-08-09,60,60.0,V00201,26838.15,26838.15,2025-06-03,2025-06-03,PO0001013,BRL,CT000201,2025-08-09,60,V00201,26838.15,2025-06-03,PO0001013,BRL,CT000201
INV00001924,2025-04-15,2025-04-15,30,30.0,V00377,38240.01,38240.01,2025-03-16,2025-03-16,PO0001198,INR,CT000377,2025-04-15,30,V00377,38240.01,2025-03-16,PO0001198,INR,CT000377
INV00001925,2025-11-14,2025-11-14,45,45.0,V00352,3522.09,3522.09,2025-09-26,2025-09-26,PO0000889,INR,CT000352,2025-11-14,45,V00352,3522.09,2025-09-26,PO0000889,INR,CT000352
INV00001926,2026-02-15,2026-02-15,30,30.0,V00062,,,2026-01-10,2026-01-10,PO0000422,EUR,CT000062,2026-02-15,30,V00062,40633.36,2026-01-10,PO0000422,EUR,CT000062
INV00001927,2025-09-29,2025-09-29,30,30.0,V00056,"10,647.61",10647.61,2025-08-30,2025-08-30,PO0000248,INR,CT000056,2025-09-29,30,V00056,10647.61,2025-08-30,PO0000248,INR,CT000056
INV00001928,2026-01-01,2026-01-01,60,60.0,V00277,28098.12,28098.12,2025-10-30,2025-10-30,PO0000979,MXN,CT000277,2026-01-01,60,V00277,28098.12,2025-10-30,PO0000979,MXN,CT000277
INV00001929,2026-03-31,2026-03-31,45,45.0,V00258,47731.09,47731.09,2026-02-11,2026-02-11,,BRL,CT000258,2026-03-31,45,V00258,47731.09,2026-02-11,PO0000293,BRL,CT000258
INV00001930,,,30,30.0,V00132,48076.51,48076.51,2026-02-12,2026-02-12,PO0000510,INR,CT000132,2026-03-15,30,V00132,48076.51,2026-02-12,PO0000510,INR,CT000132
INV00001931,2025-11-26,2025-11-26,,,,,,2025-10-27,2025-10-27,PO0000903,USD,CT000320,2025-11-26,30,V00320,18687.51,2025-10-27,PO0000903,USD,CT000320
INV00001932,2025-03-10,2025-03-10,30,30.0,V00320,19680.82,19680.82,2025-02-01,2025-02-01,PO0001024,INR,CT000320,2025-03-10,30,V00320,19680.82,2025-02-01,PO0001024,INR,CT000320
INV00001933,2026-02-16,2026-02-16,45,45.0,V00084,41627.15,41627.15,2025-12-26,2025-12-26,PO0000373,EUR,CT000084,2026-02-16,45,V00084,41627.15,2025-12-26,PO0000373,EUR,CT000084
INV00001934,2026-02-09,2026-02-09,60,60.0,V00292,3373.70,3373.7,11/12/2025,2025-12-11,PO0000617,INR,CT000292,2026-02-09,60,V00292,3373.7,2025-12-11,PO0000617,INR,CT000292
INV00001935,2025-06-20,2025-06-20,30,30.0,V00322,6007.97,6007.97,19/05/2025,2025-05-19,PO0000600,EUR,CT000322,2025-06-20,30,V00322,6007.97,2025-05-19,PO0000600,EUR,CT000322
INV00001936,2025-04-17,2025-04-17,30,30.0,V00415,12170.62,12170.62,2025-03-15,2025-03-15,PO0000516,ZAR,CT000415,2025-04-17,30,V00415,12170.62,2025-03-15,PO0000516,ZAR,CT000415
INV00001937,2025-06-01,2025-06-01,90,90.0,V00304,4026.15,4026.15,02/03/2025,2025-03-02,PO0001101,EUR,CT000304,2025-06-01,90,V00304,4026.15,2025-03-02,PO0001101,EUR,CT000304
INV00001938,2025-06-20,2025-06-20,45,45.0,V00152,12267.36,12267.36,2025-05-06,2025-05-06,PO0000002,USD,CT000152,2025-06-20,45,V00152,12267.36,2025-05-06,PO0000002,USD,CT000152
INV00001939,2026-01-23,2026-01-23,45,45.0,V00420,11583.46,11583.46,2025-12-05,2025-12-05,PO0001055,IDR,CT000420,2026-01-23,45,V00420,11583.46,2025-12-05,PO0001055,IDR,CT000420
INV00001940,2026-04-09,2026-04-09,30,30.0,,17880.43,17880.43,2026-03-07,2026-03-07,PO0000448,GBP,CT000116,2026-04-09,30,V00116,17880.43,2026-03-07,PO0000448,GBP,CT000116
INV00001941,2025-04-16,2025-04-16,30,30.0,V00339,15371.53,15371.53,2025-03-11,2025-03-11,PO0001229,ZAR,CT000339,2025-04-16,30,V00339,15371.53,2025-03-11,PO0001229,ZAR,CT000339
INV00001942,2025-09-08,2025-09-08,60,60.0,V00159,50152.11,50152.11,2025-07-08,2025-07-08,PO0000647,INR,CT000159,2025-09-08,60,V00159,50152.11,2025-07-08,PO0000647,INR,CT000159
INV00001943,2026-04-19,2026-04-19,90,90.0,V00393,"29,781.86",29781.86,2026-01-15,2026-01-15,PO0000598,IDR,,2026-04-19,90,V00393,29781.86,2026-01-15,PO0000598,IDR,CT000393
INV00001944,2025-04-12,2025-04-12,60,60.0,V00329,15144.87,15144.87,2025-02-09,2025-02-09,PO0000942,MXN,CT000329,2025-04-12,60,V00329,15144.87,2025-02-09,PO0000942,MXN,CT000329
INV00001945,2026-04-20,2026-04-20,45,45.0,V00252,11499.68,11499.68,2026-03-06,2026-03-06,PO0000431,ZAR,CT000252,2026-04-20,45,V00252,11499.68,2026-03-06,PO0000431,ZAR,CT000252
INV00001946,2025-02-13,2025-02-13,30,30.0,V00091,15522.78,15522.78,2025-01-09,2025-01-09,PO0000386,MXN,CT000091,2025-02-13,30,V00091,15522.78,2025-01-09,PO0000386,MXN,CT000091
INV00001947,2025-06-28,2025-06-28,45,45.0,V00080,15813.92,15813.92,2025-05-09,2025-05-09,PO0001056,BRL,CT000080,2025-06-28,45,V00080,15813.92,2025-05-09,PO0001056,BRL,CT000080
INV00001948,2025-03-21,2025-03-21,60,60.0,V00399,229737.84,229737.84,2025-01-15,2025-01-15,PO0000520,MXN,CT000399,2025-03-21,60,V00399,229737.84,2025-01-15,PO0000520,MXN,CT000399
INV00001949,2026-01-12,2026-01-12,30,30.0,V00337,3531.92,3531.92,2025-12-13,2025-12-13,PO0000890,GBP,CT000337,2026-01-12,30,V00337,3531.92,2025-12-13,PO0000890,GBP,CT000337
INV00001950,2025-08-18,2025-08-18,30,30.0,V00216,6169.74,6169.74,2025-07-14,2025-07-14,PO0001061,MXN,CT000216,2025-08-18,30,V00216,6169.74,2025-07-14,PO0001061,MXN,CT000216
INV00001951,2025-09-20,2025-09-20,60,60.0,V00369,5289.23,5289.23,2025-07-18,2025-07-18,PO0001011,MXN,CT000369,2025-09-20,60,V00369,5289.23,2025-07-18,PO0001011,MXN,CT000369
INV00001952,2025-11-08,2025-11-08,60,60.0,V00329,21649.45,21649.45,2025-09-06,2025-09-06,PO0000942,INR,CT000329,2025-11-08,60,V00329,21649.45,2025-09-06,PO0000942,INR,CT000329
INV00001953,2025-06-20,2025-06-20,30,30.0,V00163,"20,767.76",20767.76,2025-05-17,2025-05-17,PO0000368,USD,CT000163,2025-06-20,30,V00163,20767.76,2025-05-17,PO0000368,USD,CT000163
INV00001954,2026-01-10,2026-01-10,30,30.0,V00348,8939.85,8939.85,,,PO0000096,IDR,CT000348,2026-01-10,30,V00348,8939.85,2025-12-11,PO0000096,IDR,CT000348
INV00001955,2025-09-15,2025-09-15,60,60.0,V00335,41811.37,41811.37,,,PO0000595,USD,CT000335,2025-09-15,60,V00335,41811.37,2025-07-16,PO0000595,USD,CT000335
INV00001956,2026-02-28,2026-02-28,60,60.0,V00237,24056.00,24056.0,2025-12-29,2025-12-29,PO0000348,USD,CT000237,2026-02-28,60,V00237,24056.0,2025-12-29,PO0000348,USD,CT000237
INV00001957,2025-11-24,2025-11-24,30,30.0,V00009,"43,695.72",43695.72,2025-10-22,2025-10-22,PO0000981,ZAR,CT000009,2025-11-24,30,V00009,43695.72,2025-10-22,PO0000981,ZAR,CT000009
INV00001958,2026-01-10,2026-01-10,60,60.0,V00312,57735.47,57735.47,,,,BRL,CT000312,2026-01-10,60,V00312,57735.47,2025-11-04,PO0000024,BRL,CT000312
INV00001959,,,60,60.0,V00143,1741.33,1741.33,2026-03-26,2026-03-26,PO0001246,IDR,CT000143,2026-05-25,60,V00143,1741.33,2026-03-26,PO0001246,IDR,CT000143
INV00001960,2025-10-21,2025-10-21,60,60.0,V00154,33520.00,33520.0,2025-08-19,2025-08-19,PO0000768,ZAR,CT000154,2025-10-21,60,V00154,33520.0,2025-08-19,PO0000768,ZAR,CT000154
INV00001961,2025-08-17,2025-08-17,90,90.0,V00300,"4,210.92",4210.92,2025-05-17,2025-05-17,PO0000923,ZAR,CT000300,2025-08-17,90,V00300,4210.92,2025-05-17,PO0000923,ZAR,CT000300
INV00001962,2026-02-03,2026-02-03,60,60.0,V00341,"21,202.69",21202.69,2025-11-28,2025-11-28,PO0000153,ZAR,CT000341,2026-02-03,60,V00341,21202.69,2025-11-28,PO0000153,ZAR,CT000341
INV00001963,2026-02-20,2026-02-20,90,90.0,V00037,86947.58,86947.58,2025-11-18,2025-11-18,PO0000571,EUR,CT000037,2026-02-20,90,V00037,86947.58,2025-11-18,PO0000571,EUR,CT000037
INV00001964,,,30,30.0,V00347,15808.07,15808.07,2025-08-08,2025-08-08,PO0000478,GBP,CT000347,2025-09-08,30,V00347,15808.07,2025-08-08,PO0000478,GBP,CT000347
INV00001965,02/09/2025,2025-09-02,90,90.0,V00124,,,2025-06-02,2025-06-02,PO0001104,MXN,CT000124,2025-09-02,90,V00124,25575.28,2025-06-02,PO0001104,MXN,CT000124
INV00001966,2026-04-03,2026-04-03,30,30.0,V00238,48146.84,48146.84,2026-02-28,2026-02-28,PO0000483,USD,CT000238,2026-04-03,30,V00238,48146.84,2026-02-28,PO0000483,USD,CT000238
INV00001967,2025-07-24,2025-07-24,90,90.0,V00365,4209.00,4209.0,2025-04-25,2025-04-25,PO0000878,EUR,CT000365,2025-07-24,90,V00365,4209.0,2025-04-25,PO0000878,EUR,CT000365
INV00001968,2025-04-06,2025-04-06,60,60.0,V00092,35884.48,35884.48,2025-02-05,2025-02-05,PO0000544,BRL,CT000092,2025-04-06,60,V00092,35884.48,2025-02-05,PO0000544,BRL,CT000092
INV00001969,2025-12-19,2025-12-19,60,60.0,V00093,3628.28,3628.28,2025-10-15,2025-10-15,PO0001051,GBP,,2025-12-19,60,V00093,3628.28,2025-10-15,PO0001051,GBP,CT000093
INV00001970,14/03/2025,2025-03-14,30,30.0,V00408,16014.52,16014.52,2025-02-06,2025-02-06,PO0000258,EUR,CT000408,2025-03-14,30,V00408,16014.52,2025-02-06,PO0000258,EUR,CT000408
INV00001971,2026-03-18,2026-03-18,90,90.0,V00157,108511.43,108511.43,13/12/2025,2025-12-13,PO0000361,ZAR,CT000157,2026-03-18,90,V00157,108511.43,2025-12-13,PO0000361,ZAR,CT000157
INV00001972,2026-03-06,2026-03-06,45,45.0,V00398,194796.77,194796.77,2026-01-19,2026-01-19,PO0001166,INR,CT000398,2026-03-06,45,V00398,194796.77,2026-01-19,PO0001166,INR,CT000398
INV00001973,2026-01-28,2026-01-28,60,60.0,V00151,2981.99,2981.99,23/11/2025,2025-11-23,PO0000359,INR,CT000151,2026-01-28,60,V00151,2981.99,2025-11-23,PO0000359,INR,CT000151
INV00001974,2025-05-19,2025-05-19,30,30.0,V00261,"7,787.19",7787.19,2025-04-18,2025-04-18,PO0000846,IDR,CT000261,2025-05-19,30,V00261,7787.19,2025-04-18,PO0000846,IDR,CT000261
INV00001975,2026-04-11,2026-04-11,30,30.0,V00215,9425.80,9425.8,2026-03-05,2026-03-05,PO0000453,IDR,CT000215,2026-04-11,30,V00215,9425.8,2026-03-05,PO0000453,IDR,CT000215
INV00001976,2025-04-13,2025-04-13,60,60.0,V00414,174173.34,174173.34,2025-02-10,2025-02-10,PO0000914,INR,CT000414,2025-04-13,60,V00414,174173.34,2025-02-10,PO0000914,INR,CT000414
INV00001977,2025-04-22,2025-04-22,60,60.0,V00232,15187.94,15187.94,,,PO0001204,ZAR,CT000232,2025-04-22,60,V00232,15187.94,2025-02-18,PO0001204,ZAR,CT000232
INV00001978,2025-07-25,2025-07-25,60,60.0,V00212,50432.81,50432.81,2025-05-19,2025-05-19,PO0000577,GBP,CT000212,2025-07-25,60,V00212,50432.81,2025-05-19,PO0000577,GBP,CT000212
INV00001979,06/11/2025,2025-11-06,60,60.0,V00196,"126,464.20",126464.2,2025-09-04,2025-09-04,PO0000290,MXN,CT000196,2025-11-06,60,V00196,126464.2,2025-09-04,PO0000290,MXN,CT000196
INV00001980,,,45,45.0,V00158,4632.38,4632.38,20/11/2025,2025-11-20,PO0000195,MXN,CT000158,2026-01-09,45,V00158,4632.38,2025-11-20,PO0000195,MXN,CT000158
INV00001981,2025-07-16,2025-07-16,60,60.0,V00277,2315.10,2315.1,2025-05-13,2025-05-13,PO0000118,USD,CT000277,2025-07-16,60,V00277,2315.1,2025-05-13,PO0000118,USD,CT000277
INV00001982,2026-05-22,2026-05-22,90,90.0,V00194,8571.98,8571.98,2026-02-21,2026-02-21,PO0000796,MXN,CT000194,2026-05-22,90,V00194,8571.98,2026-02-21,PO0000796,MXN,CT000194
INV00001983,2026-02-12,2026-02-12,30,30.0,V00321,"185,854.03",185854.03,2026-01-07,2026-01-07,PO0000235,EUR,,2026-02-12,30,V00321,185854.03,2026-01-07,PO0000235,EUR,CT000321
INV00001984,17/06/2025,2025-06-17,60,60.0,V00020,21386.05,21386.05,2025-04-16,2025-04-16,PO0000450,INR,CT000020,2025-06-17,60,V00020,21386.05,2025-04-16,PO0000450,INR,CT000020
INV00001985,2025-05-02,2025-05-02,90,90.0,V00211,49369.72,49369.72,29/01/2025,2025-01-29,PO0001139,ZAR,CT000211,2025-05-02,90,V00211,49369.72,2025-01-29,PO0001139,ZAR,CT000211
INV00001986,2025-12-18,2025-12-18,30,30.0,V00231,3680.65,3680.65,16/11/2025,2025-11-16,PO0000316,EUR,CT000231,2025-12-18,30,V00231,3680.65,2025-11-16,PO0000316,EUR,CT000231
INV00001987,2025-04-27,2025-04-27,30,30.0,V00317,11597.18,11597.18,2025-03-21,2025-03-21,PO0000771,BRL,CT000317,2025-04-27,30,V00317,11597.18,2025-03-21,PO0000771,BRL,CT000317
INV00001988,2025-06-12,2025-06-12,,,V00280,36967.19,36967.19,2025-05-09,2025-05-09,PO0000436,MXN,CT000280,2025-06-12,30,V00280,36967.19,2025-05-09,PO0000436,MXN,CT000280
INV00001989,2026-01-22,2026-01-22,30,30.0,,5188.89,5188.89,2025-12-18,2025-12-18,PO0000739,INR,CT000087,2026-01-22,30,V00087,5188.89,2025-12-18,PO0000739,INR,CT000087
INV00001990,2025-06-30,2025-06-30,90,90.0,V00046,15257.62,15257.62,2025-03-28,2025-03-28,PO0000869,USD,CT000046,2025-06-30,90,V00046,15257.62,2025-03-28,PO0000869,USD,CT000046
INV00001991,2025-09-11,2025-09-11,90,90.0,V00157,"6,478.51",6478.51,2025-06-11,2025-06-11,PO0000582,USD,CT000157,2025-09-11,90,V00157,6478.51,2025-06-11,PO0000582,USD,CT000157
INV00001992,2026-05-31,2026-05-31,90,90.0,V00108,272769.02,272769.02,2026-02-26,2026-02-26,PO0001227,BRL,CT000108,2026-05-31,90,V00108,272769.02,2026-02-26,PO0001227,BRL,CT000108
