po_id,vendor_id,po_payment_term,po_amount,po_date,buying_team
PO0000952,V00242,60,25005.02,2025-12-04,Beauty
PO0000953,V00049,30,64248.23,2025-01-27,Home Care
PO0000954,V00004,60,57951.17,2025-04-11,Home Care
PO0000955,V00020,45,40412.04,2025-04-26,Beauty
PO0000956,V00381,60,10964.23,2025-04-16,Ice Cream
PO0000957,V00332,30,13275.06,2025-05-29,Corporate
PO0000958,V00110,30,20664.35,2025-09-13,Nutrition
PO0000959,V00178,30,6514.89,2025-11-07,Beauty
PO0000960,V00204,45,132830.1,2026-01-30,Home Care
PO0000961,V00104,60,54860.44,2025-10-23,Ice Cream
PO0000962,V00178,60,39125.63,2025-05-06,Nutrition
PO0000963,V00147,45,6237.28,2025-03-19,Nutrition
PO0000964,V00292,60,8516.07,2025-06-08,Home Care
PO0000965,V00319,30,40055.04,2025-12-02,Beauty
PO0000966,V00042,30,214253.78,2026-02-22,Ice Cream
PO0000967,V00196,60,22162.4,2025-06-14,Foods
PO0000968,V00417,60,83635.92,2025-03-16,Nutrition
PO0000969,V00365,90,26691.03,2025-01-03,Corporate
PO0000970,V00334,45,42064.24,2025-02-02,Nutrition
PO0000971,V00309,45,112699.61,2025-09-25,Home Care
PO0000972,V00002,30,29909.79,2025-09-05,Nutrition
PO0000973,V00410,30,22323.85,2025-09-28,Ice Cream
PO0000974,V00309,45,133968.5,2025-01-11,Ice Cream
PO0000975,V00374,30,41719.51,2025-07-03,Corporate
PO0000976,V00382,30,101470.59,2025-03-17,Beauty
PO0000977,V00107,90,22416.18,2025-05-22,Nutrition
PO0000978,V00006,60,132677.03,2025-09-19,Nutrition
PO0000979,V00277,60,50644.36,2025-04-26,Ice Cream
PO0000980,V00193,90,58079.58,2025-10-04,Foods
PO0000981,V00009,30,44886.17,2025-05-02,Nutrition
PO0000982,V00114,60,26117.12,2025-08-03,Beauty
PO0000983,V00417,60,40077.47,2025-07-12,Corporate
PO0000984,V00153,30,27551.12,2025-06-11,Nutrition
PO0000985,V00110,30,90727.35,2025-02-22,Home Care
PO0000986,V00275,90,33772.48,2025-08-31,Home Care
PO0000987,V00280,30,11248.26,2026-02-20,Foods
PO0000988,V00140,45,9628.57,2025-09-28,Home Care
PO0000989,V00357,60,9249.17,2025-11-10,Foods
PO0000990,V00244,30,67864.96,2025-12-04,Corporate
PO0000991,V00068,30,15081.46,2025-01-17,Ice Cream
PO0000992,V00137,30,51796.24,2025-11-29,Beauty
PO0000993,V00357,60,45075.24,2025-04-12,Nutrition
PO0000994,V00038,45,37986.94,2025-10-07,Foods
PO0000995,V00006,60,58258.45,2026-02-18,Ice Cream
PO0000996,V00276,45,45915.5,2026-01-11,Foods
PO0000997,V00186,60,4010.73,2025-06-24,Foods
PO0000998,V00107,90,30482.82,2025-12-18,Beauty
PO0000999,V00199,45,57603.45,2025-09-17,Beauty
PO0001000,V00078,90,161820.08,2025-02-25,Nutrition
PO0001001,V00158,45,168297.58,2025-04-11,Corporate
PO0001002,V00099,90,12598.36,2026-02-06,Nutrition
PO0001003,V00247,60,29814.0,2026-01-20,Nutrition
PO0001004,V00283,30,10602.05,2026-01-10,Ice Cream
PO0001005,V00385,45,146078.92,2025-06-11,Home Care
PO0001006,V00029,30,94933.11,2025-05-15,Beauty
PO0001007,V00138,45,54068.1,2025-12-05,Corporate
PO0001008,V00112,60,46220.59,2025-01-09,Ice Cream
PO0001009,V00244,30,129772.27,2026-01-12,Ice Cream
PO0001010,V00224,30,112378.33,2025-09-11,Foods
PO0001011,V00369,30,107402.42,2025-09-23,Home Care
PO0001012,V00386,45,59170.47,2025-07-04,Nutrition
PO0001013,V00325,45,29826.6,2026-02-16,Home Care
PO0001014,V00084,45,77038.16,2025-11-11,Ice Cream
PO0001015,V00018,45,80308.89,2025-01-23,Nutrition
PO0001016,V00378,30,34130.89,2025-08-09,Foods
PO0001017,V00396,30,29775.42,2025-12-28,Corporate
PO0001018,V00106,30,105168.2,2025-02-02,Nutrition
PO0001019,V00020,60,165131.71,2025-11-06,Home Care
PO0001020,V00286,45,21226.67,2025-04-13,Nutrition
PO0001021,V00248,90,32084.55,2025-08-01,Foods
PO0001022,V00374,30,54083.97,2026-01-06,Beauty
PO0001023,V00242,90,60694.55,2025-07-26,Foods
PO0001024,V00320,30,25744.82,2025-01-16,Ice Cream
PO0001025,V00331,30,198986.55,2025-01-09,Corporate
PO0001026,V00005,60,57456.36,2025-11-06,Ice Cream
PO0001027,V00063,45,63049.53,2026-01-26,Nutrition
PO0001028,V00328,45,178983.96,2025-05-03,Foods
PO0001029,V00076,45,27399.98,2026-01-28,Corporate
PO0001030,V00087,90,37228.61,2025-07-10,Beauty
PO0001031,V00316,60,13831.12,2025-01-25,Ice Cream
PO0001032,V00086,60,34665.56,2025-08-12,Nutrition
PO0001033,V00063,45,11320.97,2026-02-13,Corporate
PO0001034,V00006,60,75786.23,2025-04-16,Corporate
PO0001035,V00198,90,57353.96,2026-02-08,Ice Cream
PO0001036,V00268,90,31713.29,2025-10-01,Ice Cream
PO0001037,V00308,30,36851.07,2025-06-16,Home Care
PO0001038,V00381,60,76668.52,2025-10-19,Ice Cream
PO0001039,V00274,30,15284.18,2025-06-18,Nutrition
PO0001040,V00318,30,47740.85,2025-02-05,Ice Cream
PO0001041,V00089,60,72735.39,2026-01-01,Ice Cream
PO0001042,V00143,60,8822.56,2025-06-07,Home Care
PO0001043,V00128,30,71840.04,2025-08-26,Beauty
PO0001044,V00028,60,9672.55,2025-11-09,Foods
PO0001045,V00407,45,36317.13,2025-02-04,Home Care
PO0001046,V00102,30,14929.85,2025-10-31,Home Care
PO0001047,V00189,60,135477.33,2025-06-03,Ice Cream
PO0001048,V00150,30,15009.63,2025-08-17,Corporate
PO0001049,V00019,60,9870.82,2025-07-11,Nutrition
PO0001050,V00380,60,44951.95,2025-11-23,Nutrition
PO0001051,V00093,30,28235.98,2025-03-20,Ice Cream
PO0001052,V00043,90,11171.1,2025-02-15,Corporate
PO0001053,V00144,60,62751.82,2025-06-22,Corporate
PO0001054,V00061,30,7385.14,2025-02-19,Foods
PO0001055,V00420,45,16633.85,2025-04-12,Ice Cream
PO0001056,V00080,45,24613.85,2025-10-04,Ice Cream
PO0001057,V00128,30,79371.05,2025-12-10,Corporate
PO0001058,V00114,60,120710.22,2025-10-19,Ice Cream
PO0001059,V00012,60,102474.05,2025-05-14,Foods
PO0001060,V00006,60,35232.26,2025-12-09,Beauty
PO0001061,V00216,45,5098.94,2025-06-20,Foods
PO0001062,V00098,60,55950.64,2025-03-18,Beauty
PO0001063,V00036,30,140082.62,2025-11-14,Foods
PO0001064,V00123,60,114544.86,2025-08-06,Nutrition
PO0001065,V00116,30,59486.62,2025-06-05,Home Care
PO0001066,V00179,90,14602.13,2025-10-05,Nutrition
PO0001067,V00417,90,25680.55,2025-11-01,Corporate
PO0001068,V00129,60,207677.62,2025-04-04,Ice Cream
PO0001069,V00296,30,12037.47,2025-02-19,Home Care
PO0001070,V00323,60,15128.49,2025-08-06,Beauty
PO0001071,V00022,30,89426.19,2025-01-22,Nutrition
PO0001072,V00211,90,27820.12,2025-09-26,Ice Cream
PO0001073,V00189,60,14698.61,2025-07-04,Nutrition
PO0001074,V00214,30,147086.41,2025-04-01,Foods
PO0001075,V00073,90,59390.98,2025-09-09,Foods
PO0001076,V00196,60,29012.12,2025-06-07,Foods
PO0001077,V00052,60,15155.08,2025-06-13,Nutrition
PO0001078,V00398,45,228729.55,2025-04-01,Ice Cream
PO0001079,V00247,60,39309.28,2025-10-11,Beauty
PO0001080,V00015,30,131627.19,2026-01-15,Beauty
PO0001081,V00213,30,85784.06,2025-09-17,Ice Cream
PO0001082,V00390,90,25776.89,2025-04-10,Corporate
PO0001083,V00313,30,25951.9,2025-12-17,Corporate
PO0001084,V00115,30,137223.69,2025-02-20,Home Care
PO0001085,V00375,30,139126.62,2025-05-02,Nutrition
PO0001086,V00078,60,8140.62,2025-01-15,Foods
PO0001087,V00104,60,64043.21,2025-12-23,Corporate
PO0001088,V00066,30,36205.54,2025-01-19,Foods
PO0001089,V00388,30,16675.16,2025-08-18,Home Care
PO0001090,V00302,45,50135.48,2025-03-22,Nutrition
PO0001091,V00218,60,12744.34,2025-03-31,Corporate
PO0001092,V00281,60,26997.86,2025-09-13,Beauty
PO0001093,V00109,60,20359.39,2025-12-04,Ice Cream
PO0001094,V00030,60,26243.6,2025-01-08,Beauty
PO0001095,V00356,60,37768.98,2025-03-08,Foods
PO0001096,V00405,60,16928.74,2025-05-01,Home Care
PO0001097,V00015,30,152848.45,2026-02-01,Ice Cream
PO0001098,V00022,30,61040.37,2025-01-25,Beauty
PO0001099,V00235,90,184495.17,2025-03-16,Corporate
PO0001100,V00019,60,35029.02,2025-06-19,Ice Cream
PO0001101,V00304,90,25173.03,2025-05-17,Home Care
PO0001102,V00398,45,178912.7,2025-01-21,Home Care
PO0001103,V00118,90,24554.47,2025-08-15,Home Care
PO0001104,V00124,90,34490.93,2025-09-13,Foods
PO0001105,V00363,45,74016.28,2025-03-16,Ice Cream
PO0001106,V00150,30,14015.7,2025-10-17,Nutrition
PO0001107,V00101,60,73467.65,2025-01-24,Home Care
PO0001108,V00036,30,65896.79,2025-11-04,Home Care
PO0001109,V00353,45,118057.43,2025-04-19,Corporate
PO0001110,V00389,45,85522.76,2025-04-05,Ice Cream
PO0001111,V00033,60,121173.85,2025-03-24,Beauty
PO0001112,V00338,90,36539.22,2025-12-31,Foods
PO0001113,V00068,30,19278.2,2025-07-30,Nutrition
PO0001114,V00059,60,241225.53,2025-10-17,Ice Cream
PO0001115,V00161,60,10963.3,2025-03-27,Ice Cream
PO0001116,V00184,60,11937.79,2025-01-24,Beauty
PO0001117,V00359,60,64884.16,2025-01-17,Beauty
PO0001118,V00294,90,159729.68,2025-07-05,Home Care
PO0001119,V00061,30,47151.36,2025-05-18,Nutrition
PO0001120,V00246,60,93845.79,2025-11-19,Beauty
PO0001121,V00368,30,7358.18,2025-11-28,Ice Cream
PO0001122,V00279,60,26249.09,2025-05-11,Corporate
PO0001123,V00097,30,8161.18,2025-07-02,Beauty
PO0001124,V00055,30,77913.09,2025-06-10,Beauty
PO0001125,V00191,45,10773.59,2025-10-11,Beauty
PO0001126,V00199,30,13546.1,2025-09-22,Corporate
PO0001127,V00149,30,62126.1,2025-10-01,Ice Cream
PO0001128,V00046,60,98967.89,2025-01-24,Corporate
PO0001129,V00050,45,35062.14,2025-05-22,Corporate
PO0001130,V00223,30,65162.97,2026-02-11,Home Care
PO0001131,V00397,60,63393.71,2025-05-24,Foods
PO0001132,V00252,45,33419.24,2025-03-15,Beauty
PO0001133,V00185,30,15827.44,2025-03-25,Ice Cream
PO0001134,V00392,60,64871.11,2025-01-12,Home Care
PO0001135,V00290,45,67584.32,2025-11-24,Foods
PO0001136,V00302,45,85812.57,2025-01-03,Corporate
PO0001137,V00242,60,52326.41,2025-09-08,Beauty
PO0001138,V00321,30,14865.15,2025-06-17,Ice Cream
PO0001139,V00211,90,72170.68,2025-02-09,Corporate
PO0001140,V00262,30,40087.75,2026-01-07,Ice Cream
PO0001141,V00259,30,26626.79,2025-11-08,Nutrition
PO0001142,V00317,60,31243.28,2025-12-11,Foods
PO0001143,V00378,30,22320.96,2026-01-29,Nutrition
PO0001144,V00124,90,85435.52,2026-01-19,Corporate
PO0001145,V00294,90,12023.31,2025-10-22,Corporate
PO0001146,V00014,60,17249.47,2025-08-13,Foods
PO0001147,V00224,45,30349.73,2025-10-20,Beauty
PO0001148,V00378,45,158211.53,2025-07-08,Foods
PO0001149,V00271,60,98335.31,2025-03-18,Corporate
PO0001150,V00113,30,9949.58,2025-06-12,Beauty
PO0001151,V00255,45,126581.93,2025-07-16,Ice Cream
PO0001152,V00151,30,126374.78,2025-01-20,Home Care
PO0001153,V00182,60,14795.72,2025-12-22,Nutrition
PO0001154,V00096,30,4706.79,2026-01-17,Corporate
PO0001155,V00263,30,37745.13,2025-06-26,Beauty
PO0001156,V00084,45,104199.31,2025-07-28,Nutrition
PO0001157,V00187,60,155215.95,2025-12-20,Beauty
PO0001158,V00395,30,19145.0,2025-07-11,Beauty
PO0001159,V00319,30,177936.54,2025-10-17,Foods
PO0001160,V00175,30,6040.59,2025-08-05,Home Care
PO0001161,V00407,45,29353.2,2025-04-24,Ice Cream
PO0001162,V00006,60,28151.92,2025-11-30,Nutrition
PO0001163,V00404,60,106882.62,2025-03-22,Corporate
PO0001164,V00148,30,121001.36,2025-04-05,Ice Cream
PO0001165,V00345,90,90317.82,2025-10-18,Home Care
PO0001166,V00398,45,12734.02,2025-10-26,Beauty
PO0001167,V00253,90,83552.14,2026-02-05,Corporate
PO0001168,V00257,90,61863.5,2025-10-26,Home Care
PO0001169,V00315,60,9695.83,2025-01-11,Nutrition
PO0001170,V00101,60,6926.0,2025-12-23,Ice Cream
PO0001171,V00075,60,96982.99,2025-06-23,Corporate
PO0001172,V00145,60,34437.99,2025-01-04,Corporate
PO0001173,V00202,45,13461.58,2025-09-01,Nutrition
PO0001174,V00313,30,33625.97,2025-03-13,Ice Cream
PO0001175,V00109,60,54689.93,2025-06-24,Foods
PO0001176,V00238,30,37405.63,2025-07-17,Foods
PO0001177,V00002,30,10730.14,2025-02-01,Ice Cream
PO0001178,V00013,60,199331.27,2025-12-24,Nutrition
PO0001179,V00407,45,94238.61,2025-08-03,Nutrition
PO0001180,V00358,30,30179.83,2026-02-10,Beauty
PO0001181,V00363,45,31231.1,2025-07-15,Ice Cream
PO0001182,V00139,45,54478.66,2025-09-07,Corporate
PO0001183,V00216,30,15364.61,2025-12-08,Foods
PO0001184,V00284,60,52800.45,2025-03-31,Home Care
PO0001185,V00107,90,12950.34,2026-01-17,Corporate
PO0001186,V00313,90,37799.3,2025-03-19,Beauty
PO0001187,V00292,30,14864.25,2026-02-23,Beauty
PO0001188,V00172,45,15516.02,2025-09-26,Home Care
PO0001189,V00183,90,162570.04,2025-08-06,Nutrition
PO0001190,V00130,45,42207.03,2025-03-30,Beauty
PO0001191,V00338,90,47872.45,2025-08-28,Nutrition
PO0001192,V00415,60,7261.39,2025-08-21,Beauty
PO0001193,V00420,45,24162.29,2026-02-18,Home Care
PO0001194,V00324,30,59398.86,2025-12-17,Ice Cream
PO0001195,V00147,60,47335.5,2025-07-22,Foods
PO0001196,V00329,60,6432.22,2025-06-13,Nutrition
PO0001197,V00103,30,47861.53,2025-06-12,Nutrition
PO0001198,V00377,30,54807.1,2025-06-08,Corporate
PO0001199,V00113,30,119515.06,2025-01-06,Beauty
PO0001200,V00170,30,22995.49,2025-01-16,Home Care
PO0001201,V00040,60,5968.44,2025-11-12,Corporate
PO0001202,V00035,30,17201.38,2025-04-17,Foods
PO0001203,V00166,60,15795.73,2025-06-22,Home Care
PO0001204,V00232,30,75071.97,2025-10-21,Home Care
PO0001205,V00008,60,3986.92,2025-09-13,Home Care
PO0001206,V00356,60,27416.41,2025-06-01,Home Care
PO0001207,V00049,30,134851.06,2025-11-13,Nutrition
PO0001208,V00420,45,40381.64,2025-03-08,Beauty
PO0001209,V00115,90,85979.94,2025-07-18,Corporate
PO0001210,V00160,30,9941.48,2025-02-14,Corporate
PO0001211,V00068,30,10283.63,2025-08-12,Beauty
PO0001212,V00347,30,136169.55,2025-02-09,Corporate
PO0001213,V00308,30,43740.65,2026-01-31,Beauty
PO0001214,V00033,60,43817.27,2025-10-04,Foods
PO0001215,V00045,45,15515.12,2025-04-14,Home Care
PO0001216,V00256,30,43724.53,2025-09-15,Nutrition
PO0001217,V00364,60,15152.99,2025-05-27,Corporate
PO0001218,V00047,60,110066.49,2025-08-06,Ice Cream
PO0001219,V00093,90,407850.56,2025-03-12,Nutrition
PO0001220,V00230,30,60557.58,2025-07-30,Beauty
PO0001221,V00046,90,23395.42,2025-02-14,Corporate
PO0001222,V00128,30,4658.23,2025-03-06,Ice Cream
PO0001223,V00005,60,9587.4,2025-09-03,Foods
PO0001224,V00210,60,150487.09,2025-07-30,Foods
PO0001225,V00301,45,16733.82,2025-05-04,Beauty
PO0001226,V00174,45,29283.82,2025-01-26,Foods
PO0001227,V00108,90,70054.38,2025-06-27,Beauty
PO0001228,V00179,90,141484.62,2026-01-24,Corporate
PO0001229,V00214,30,33872.24,2025-10-25,Beauty
PO0001230,V00070,45,28453.69,2025-01-25,Ice Cream
PO0001231,V00047,60,42654.07,2026-01-29,Corporate
PO0001232,V00077,45,23541.21,2025-06-27,Beauty
PO0001233,V00414,60,24643.14,2025-08-30,Nutrition
PO0001234,V00304,90,56959.63,2025-01-01,Home Care
PO0001235,V00053,30,46980.96,2025-05-11,Beauty
PO0001236,V00127,30,245699.5,2025-11-27,Corporate
PO0001237,V00174,45,58280.42,2025-05-19,Ice Cream
PO0001238,V00077,90,106774.43,2025-03-11,Home Care
PO0001239,V00358,90,16145.68,2025-02-08,Nutrition
PO0001240,V00396,60,62716.74,2026-01-24,Corporate
PO0001241,V00103,30,21708.65,2025-12-08,Nutrition
PO0001242,V00007,30,56169.84,2025-01-19,Corporate
PO0001243,V00113,60,72058.78,2026-01-24,Beauty
PO0001244,V00245,30,41872.67,2025-12-11,Home Care
PO0001245,V00340,45,310589.34,2025-06-01,Beauty
PO0001246,V00143,60,135101.66,2025-10-03,Nutrition
PO0001247,V00115,90,109169.67,2025-04-19,Nutrition
PO0001248,V00105,60,76852.5,2025-04-15,Ice Cream
PO0001249,V00002,30,179666.33,2025-10-28,Ice Cream
PO0001250,V00006,90,11832.15,2025-03-27,Nutrition
