invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label
INV00002037,V00036,PO0000480,CT000036,P0027,USA,GBP,2025-09-29,2025-10-01,217805.69,30,High,Approved,NORMAL_ON_TIME
INV00002038,V00204,PO0000457,CT000204,P0059,India,IDR,2025-09-23,2025-09-30,158333.23,90,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002039,V00039,PO0000495,CT000039,P0028,USA,INR,2025-07-19,2025-07-21,20549.14,30,High,Approved,PAYMENT_TERM_MISMATCH
INV00002040,V00279,PO0001122,CT000279,P0072,South Africa,MXN,2025-02-20,2025-02-25,13700.92,90,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002041,V00239,PO0000060,CT000239,P0006,India,USD,2026-03-16,2026-03-22,15983.84,45,Low,Approved,NORMAL_ON_TIME
INV00002042,V00358,PO0001180,CT000358,P0039,Indonesia,ZAR,2025-08-25,2025-08-29,18953.83,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002043,V00195,PO0000044,CT000195,P0074,India,IDR,2025-05-07,2025-05-12,22902.33,30,High,Rejected,NORMAL_ON_TIME
INV00002044,V00069,PO0000282,CT000069,P0072,India,INR,2025-11-27,2025-12-03,5758.51,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002045,V00099,PO0000738,CT000099,P0077,India,USD,2025-07-10,2025-07-14,12774.19,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002046,V00342,PO0000803,CT000342,P0036,Mexico,USD,2025-03-16,2025-03-19,7626.5,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002047,V00403,PO0000466,CT000403,P0079,Indonesia,INR,2025-11-15,2025-11-20,48103.16,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00002048,V00026,PO0000013,CT000026,P0071,USA,BRL,2025-02-12,2025-02-15,2160.4,60,Low,Approved,NORMAL_ON_TIME
INV00002049,V00285,PO0000415,CT000285,P0073,Brazil,BRL,2025-05-06,2025-05-11,19240.03,90,Medium,Approved,NORMAL_ON_TIME
INV00002050,V00203,PO0000521,CT000203,P0046,Brazil,GBP,2025-10-29,2025-10-29,3314.03,45,Low,Pending,LOW_RISK_STANDARD_PROCESS
INV00002051,V00109,PO0001175,CT000109,P0008,India,IDR,2025-11-26,2025-11-26,25689.82,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002052,V00215,PO0000453,CT000215,P0035,Indonesia,BRL,2026-03-28,2026-03-31,10733.77,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002053,V00394,PO0000606,CT000394,P0077,Germany,GBP,2025-11-19,2025-11-19,2422.04,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002054,V00083,PO0000330,CT000083,P0067,South Africa,GBP,2025-04-16,2025-04-21,43885.62,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002055,V00352,PO0000889,CT000352,P0041,USA,INR,2025-11-21,2025-11-22,7230.95,30,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00002056,V00038,PO0000374,CT000038,P0009,Brazil,IDR,2025-12-08,2025-12-11,15788.06,45,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00002057,V00303,PO0000585,CT000303,P0060,Brazil,BRL,2025-11-04,2025-11-05,33716.75,30,Medium,Approved,NORMAL_ON_TIME
INV00002058,V00032,PO0000475,CT000032,P0089,Mexico,EUR,2025-12-06,2025-12-13,69256.22,90,Medium,Pending,NORMAL_ON_TIME
INV00002059,V00026,PO0000013,CT000026,P0066,USA,ZAR,2026-01-07,2026-01-13,3008.92,60,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00002060,V00016,PO0000365,CT000016,P0086,USA,EUR,2025-09-16,2025-09-16,9491.72,60,Low,Approved,NORMAL_ON_TIME
INV00002061,V00339,PO0000862,CT000339,P0006,India,IDR,2026-03-29,2026-04-01,50911.07,30,Medium,Approved,NORMAL_ON_TIME
INV00002062,V00241,PO0000098,CT000241,P0080,South Africa,USD,2025-10-21,2025-10-28,54655.37,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002063,V00290,PO0000294,CT000290,P0064,India,GBP,2025-01-26,2025-01-29,62616.29,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002064,V00066,PO0000799,CT000066,P0067,Brazil,BRL,2025-03-20,2025-03-26,1291582.8,60,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00002065,V00388,PO0000908,CT000388,P0088,Mexico,MXN,2025-08-15,2025-08-15,9565.06,30,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00002066,V00340,PO0000920,CT000340,P0046,Mexico,BRL,2025-07-18,2025-07-21,24124.93,45,Medium,Approved,NORMAL_ON_TIME
INV00002067,V00206,PO0000467,CT000206,P0048,USA,USD,2026-01-05,2026-01-11,11348.52,30,Critical,Approved,LOW_RISK_STANDARD_PROCESS
INV00002068,V00378,PO0001016,CT000378,P0045,UK,ZAR,2025-11-03,2025-11-04,2051.1,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002069,V00061,PO0000778,CT000061,P0050,Germany,GBP,2025-01-01,2025-01-01,14846.17,30,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00002070,V00123,PO0001064,CT000123,P0074,India,GBP,2025-07-27,2025-08-01,2010.05,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002071,V00021,PO0000066,CT000021,P0012,Indonesia,USD,2025-09-06,2025-09-06,9443.95,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002072,V00202,PO0001173,CT000202,P0026,Mexico,IDR,2026-03-23,2026-03-25,3492.71,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002073,V00354,PO0000614,CT000354,P0088,Brazil,INR,2025-10-28,2025-11-03,25868.98,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002074,V00173,PO0000233,CT000173,P0077,USA,EUR,2025-03-24,2025-03-31,7205.12,30,High,Approved,NORMAL_ON_TIME
INV00002075,V00272,PO0000575,CT000272,P0049,USA,IDR,2025-03-29,2025-03-30,2503.72,30,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00002076,V00371,PO0000214,CT000371,P0019,Indonesia,EUR,2025-05-24,2025-05-27,40495.32,60,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00002077,V00321,PO0000235,CT000321,P0086,Mexico,BRL,2025-07-02,2025-07-08,8656.46,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002078,V00168,PO0001015,CT000168,P0080,South Africa,IDR,2025-02-19,2025-02-22,10366.07,30,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00002079,V00147,PO0000181,CT000147,P0030,USA,MXN,2025-12-26,2025-12-28,5845.08,60,Medium,Approved,NORMAL_ON_TIME
INV00002080,V00046,PO0000178,CT000046,P0049,South Africa,IDR,2025-01-31,2025-02-04,54531.29,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002081,V00349,PO0000132,CT000349,P0038,Germany,BRL,2025-01-31,2025-02-06,21677.82,30,Low,Approved,NORMAL_ON_TIME
INV00002082,V00414,PO0001233,CT000414,P0076,Mexico,USD,2025-02-27,2025-02-27,8572.01,90,Medium,Approved,NORMAL_ON_TIME
INV00002083,V00211,PO0001139,CT000211,P0062,Indonesia,EUR,2025-03-03,2025-03-03,2186.95,90,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002084,V00210,PO0000407,CT000210,P0040,Brazil,BRL,2025-09-14,2025-09-14,227786.92,60,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002085,V00357,PO0000619,CT000357,P0088,Indonesia,BRL,2026-01-08,2026-01-10,130396.59,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002086,V00144,PO0000845,CT000144,P0055,Brazil,BRL,2026-03-05,2026-03-07,74254.76,60,High,Approved,NORMAL_ON_TIME
INV00002087,V00171,PO0000444,CT000171,P0044,USA,IDR,2026-01-04,2026-01-07,7798.37,90,Medium,Pending,NORMAL_ON_TIME
INV00002088,V00376,PO0000047,CT000376,P0084,India,ZAR,2025-11-09,2025-11-11,9643.17,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002089,V00160,PO0000675,CT000160,P0041,Indonesia,BRL,2025-09-26,2025-10-01,24852.13,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002090,V00390,PO0000862,CT000390,P0012,South Africa,EUR,2025-05-21,2025-05-23,6383.38,90,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002091,V00068,PO0000991,CT000068,P0035,USA,INR,2025-07-09,2025-07-15,5774.06,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002092,V00335,PO0000595,CT000335,P0020,India,GBP,2026-02-01,2026-02-03,75469.7,60,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002093,V00206,PO0000641,CT000206,P0026,USA,BRL,2025-02-18,2025-02-19,15399.69,90,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00002094,V00129,PO0001068,CT000129,P0009,India,BRL,2026-01-11,2026-01-17,5034.84,60,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00002095,V00405,PO0001096,CT000405,P0066,Mexico,BRL,2026-01-05,2026-01-10,44369.2,60,High,Pending,CORA_SAP_SYSTEM_ERROR
INV00002096,V00203,PO0000521,CT000203,P0001,Brazil,BRL,2025-01-27,2025-01-27,8932.1,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002097,V00370,PO0000689,CT000370,P0040,Mexico,GBP,2025-04-20,2025-04-21,19145.8,60,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00002098,V00093,PO0001219,CT000093,P0055,UK,EUR,2025-05-22,2025-05-22,4956.46,30,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00002099,V00147,PO0001195,CT000147,P0008,USA,MXN,2026-02-20,2026-02-26,9487.04,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002100,V00201,PO0000640,CT000201,P0056,Indonesia,INR,2025-07-19,2025-07-24,20557.01,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002101,V00237,PO0000348,CT000237,P0067,UK,EUR,2025-12-20,2025-12-27,19542.06,45,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002102,V00378,PO0001148,CT000378,P0004,UK,ZAR,2025-10-01,2025-10-03,59228.54,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002103,V00180,PO0000488,CT000180,P0060,Indonesia,USD,2025-02-06,2025-02-06,12722.35,60,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002104,V00262,PO0000706,CT000262,P0003,South Africa,GBP,2025-10-31,2025-11-03,10007.24,30,Medium,Pending,NORMAL_ON_TIME
INV00002105,V00117,PO0000650,CT000117,P0037,Indonesia,IDR,2025-10-17,2025-10-17,60312.76,45,Medium,Approved,NORMAL_ON_TIME
INV00002106,V00320,PO0001024,CT000320,P0052,Mexico,INR,2026-02-01,2026-02-02,45598.74,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002107,V00201,PO0000055,CT000201,P0024,Indonesia,MXN,2026-02-23,2026-03-01,13041.21,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002108,V00094,PO0001168,CT000094,P0063,UK,GBP,2025-09-25,2025-09-28,22173.01,30,Low,Pending,REPEAT_VENDOR_PATTERN
INV00002109,V00100,PO0000216,CT000100,P0034,Mexico,IDR,2026-02-05,2026-02-12,9906.16,60,Medium,Approved,NORMAL_ON_TIME
INV00002110,V00354,PO0000614,CT000354,P0011,Brazil,INR,2025-03-05,2025-03-09,4816.15,45,Medium,Rejected,PAYMENT_TERM_MISMATCH
INV00002111,V00206,PO0000641,CT000206,P0001,USA,INR,2025-10-07,2025-10-12,163914.13,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002112,V00037,PO0000571,CT000037,P0007,India,INR,2025-09-20,2025-09-26,9237.41,90,High,Approved,NORMAL_ON_TIME
INV00002113,V00297,PO0000765,CT000297,P0014,Mexico,ZAR,2025-03-20,2025-03-23,22242.1,45,Medium,Pending,NORMAL_ON_TIME
INV00002114,V00089,PO0000314,CT000089,P0041,India,MXN,2025-09-03,2025-09-05,3323.87,45,Critical,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002115,V00059,PO0000527,CT000059,P0080,India,GBP,2025-11-06,2025-11-12,35357.8,60,Low,Pending,NORMAL_ON_TIME
INV00002116,V00224,PO0000240,CT000224,P0073,Mexico,INR,2025-07-08,2025-07-14,4600.17,45,Low,Approved,PAYMENT_TERM_MISMATCH
INV00002117,V00331,PO0001025,CT000331,P0032,Indonesia,INR,2025-10-31,2025-11-02,95021.31,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002118,V00109,PO0001175,CT000109,P0066,India,IDR,2025-12-06,2025-12-12,107718.92,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002119,V00262,PO0000476,CT000262,P0019,South Africa,BRL,2025-09-25,2025-10-02,29552.42,90,Medium,Pending,NORMAL_ON_TIME
INV00002120,V00007,PO0001242,CT000007,P0058,Indonesia,BRL,2025-07-01,2025-07-02,18409.56,30,Medium,Pending,AUDIT_GAP_EARLY_RELEASE
INV00002121,V00078,PO0000655,CT000078,P0040,Germany,INR,2025-05-01,2025-05-07,13402.74,45,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002122,V00318,PO0001040,CT000318,P0067,Germany,INR,2025-10-28,2025-10-28,15523.01,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002123,V00006,PO0001162,CT000006,P0036,Mexico,BRL,2026-02-14,2026-02-21,25076.76,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002124,V00151,PO0000002,CT000151,P0078,South Africa,MXN,2025-07-30,2025-08-06,17930.03,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002125,V00214,PO0001229,CT000214,P0040,South Africa,ZAR,2025-08-17,2025-08-23,384737.05,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00002126,V00028,PO0000253,CT000028,P0031,India,USD,2026-02-20,2026-02-22,6221.63,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002127,V00411,PO0000781,CT000411,P0004,Germany,EUR,2025-05-16,2025-05-23,81185.06,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002128,V00214,PO0001074,CT000214,P0030,South Africa,IDR,2026-01-03,2026-01-07,10469.36,30,Medium,Approved,NORMAL_ON_TIME
INV00002129,V00143,PO0001042,CT000143,P0026,Mexico,EUR,2025-04-27,2025-04-27,7456.39,60,High,Approved,NORMAL_ON_TIME
INV00002130,V00411,PO0000781,CT000411,P0012,Germany,BRL,2025-04-28,2025-05-04,23878.68,60,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002131,V00235,PO0000409,CT000235,P0052,Mexico,INR,2025-05-08,2025-05-15,25536.91,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002132,V00285,PO0000415,CT000285,P0040,Brazil,EUR,2025-01-24,2025-01-26,2634.63,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002133,V00038,PO0000374,CT000038,P0012,Brazil,BRL,2025-07-29,2025-07-30,68775.28,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00002134,V00067,PO0000835,CT000067,P0050,Brazil,BRL,2025-06-10,2025-06-14,1667.94,45,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00002135,V00019,PO0001049,CT000019,P0016,South Africa,IDR,2025-04-16,2025-04-18,8026.53,60,Medium,Pending,NORMAL_ON_TIME
INV00002136,V00217,PO0000226,CT000217,P0012,India,MXN,2025-12-11,2025-12-16,8397.8,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002137,V00352,PO0000274,CT000352,P0058,USA,ZAR,2025-08-24,2025-08-26,22299.82,60,Medium,Approved,NORMAL_ON_TIME
INV00002138,V00379,PO0000586,CT000379,P0073,UK,INR,2025-03-31,2025-04-01,7135.33,45,Critical,Approved,PAYMENT_TERM_MISMATCH
INV00002139,V00242,PO0000883,CT000242,P0051,Indonesia,IDR,2025-03-29,2025-03-30,9149.0,60,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002140,V00023,PO0000906,CT000023,P0017,Mexico,MXN,2026-01-04,2026-01-09,372079.99,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002141,V00263,PO0000157,CT000263,P0083,USA,ZAR,2025-05-04,2025-05-07,142543.39,30,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00002142,V00268,PO0000695,CT000268,P0037,India,IDR,2025-06-29,2025-06-29,6204.63,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002143,V00251,PO0000008,CT000251,P0044,Germany,EUR,2025-02-24,2025-02-28,47582.46,45,Medium,Approved,NORMAL_ON_TIME
INV00002144,V00303,PO0000532,CT000303,P0058,Brazil,GBP,2026-01-01,2026-01-07,24518.85,45,Medium,Rejected,NORMAL_ON_TIME
INV00002145,V00235,PO0000409,CT000235,P0024,Mexico,EUR,2025-06-12,2025-06-13,2628.77,60,Critical,Pending,LOW_RISK_STANDARD_PROCESS
INV00002146,V00368,PO0001121,CT000368,P0089,Germany,EUR,2025-11-17,2025-11-18,7110.1,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002147,V00205,PO0000137,CT000205,P0005,India,GBP,2025-07-04,2025-07-06,679.1,90,Low,Pending,NORMAL_ON_TIME
INV00002148,V00064,PO0000106,CT000064,P0014,Indonesia,INR,2025-12-31,2026-01-07,22919.53,30,Low,Approved,NORMAL_ON_TIME
INV00002149,V00034,PO0000853,CT000034,P0090,UK,MXN,2025-07-03,2025-07-05,5267.81,30,Medium,Approved,NORMAL_ON_TIME
INV00002150,V00382,PO0000589,CT000382,P0041,Mexico,GBP,2026-02-12,2026-02-18,18781.42,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002151,V00186,PO0000997,CT000186,P0081,Germany,EUR,2025-11-26,2025-12-01,242680.13,60,High,Pending,NORMAL_ON_TIME
INV00002152,V00136,PO0000750,CT000136,P0012,India,EUR,2025-08-07,2025-08-14,86924.47,30,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002153,V00124,PO0001144,CT000124,P0090,UK,EUR,2025-08-08,2025-08-12,7292.8,90,Low,Approved,NORMAL_ON_TIME
INV00002154,V00022,PO0000747,CT000022,P0036,UK,INR,2025-10-10,2025-10-12,5657.73,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002155,V00397,PO0001131,CT000397,P0062,South Africa,INR,2025-11-12,2025-11-17,63426.09,60,Low,Approved,NORMAL_ON_TIME
INV00002156,V00035,PO0001202,CT000035,P0056,UK,INR,2025-11-18,2025-11-18,5681.43,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002157,V00092,PO0000070,CT000092,P0062,Indonesia,GBP,2025-01-16,2025-01-22,46197.4,60,Medium,Approved,NORMAL_ON_TIME
INV00002158,V00193,PO0000744,CT000193,P0052,India,INR,2025-05-01,2025-05-02,288560.13,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002159,V00151,PO0000735,CT000151,P0064,South Africa,IDR,2025-07-18,2025-07-23,213795.06,30,Critical,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00002160,V00017,PO0000115,CT000017,P0017,Brazil,USD,2025-09-02,2025-09-06,56568.89,45,Medium,Approved,NORMAL_ON_TIME
INV00002161,V00139,PO0000273,CT000139,P0012,Indonesia,ZAR,2025-02-10,2025-02-11,458333.27,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00002162,V00328,PO0000089,CT000328,P0034,Brazil,GBP,2025-04-01,2025-04-04,9091.06,30,Medium,Approved,NORMAL_ON_TIME
INV00002163,V00106,PO0001018,CT000106,P0069,Indonesia,EUR,2025-07-30,2025-08-03,22130.24,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002164,V00364,PO0000943,CT000364,P0064,India,EUR,2025-07-23,2025-07-29,5977.41,60,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002165,V00152,PO0000677,CT000152,P0019,Mexico,BRL,2025-10-07,2025-10-10,63223.07,60,Low,Approved,NORMAL_ON_TIME
INV00002166,V00006,PO0001034,CT000006,P0073,Mexico,BRL,2025-02-01,2025-02-01,5221.9,60,Low,Pending,LOW_RISK_STANDARD_PROCESS
INV00002167,V00046,PO0000122,CT000046,P0044,South Africa,USD,2025-12-29,2025-12-29,34065.41,60,Medium,Approved,NORMAL_ON_TIME
INV00002168,V00341,PO0000153,CT000341,P0040,India,INR,2025-05-18,2025-05-23,53546.4,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002169,V00171,PO0000444,CT000171,P0080,USA,EUR,2025-09-08,2025-09-15,9737.85,90,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00002170,V00276,PO0000996,CT000276,P0076,UK,ZAR,2026-03-08,2026-03-11,7653.78,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002171,V00332,PO0000056,CT000332,P0036,USA,GBP,2025-06-22,2025-06-22,13654.47,60,Medium,Approved,NORMAL_ON_TIME
INV00002172,V00249,PO0000866,CT000249,P0016,UK,ZAR,2025-05-23,2025-05-24,6392.92,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00002173,V00132,PO0000510,CT000132,P0087,Mexico,BRL,2025-05-01,2025-05-08,19229.82,30,Low,Approved,NORMAL_ON_TIME
INV00002174,V00305,PO0000194,CT000305,P0028,South Africa,ZAR,2025-10-24,2025-10-29,6230.31,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002175,V00027,PO0000946,CT000027,P0070,UK,BRL,2026-03-12,2026-03-12,6722.51,90,Medium,Approved,NORMAL_ON_TIME
INV00002176,V00420,PO0001055,CT000420,P0070,Mexico,EUR,2025-09-12,2025-09-14,28976.72,45,Medium,Approved,NORMAL_ON_TIME
INV00002177,V00070,PO0001230,CT000070,P0040,UK,IDR,2025-04-01,2025-04-06,31208.2,45,Medium,Approved,NORMAL_ON_TIME
INV00002178,V00335,PO0000595,CT000335,P0015,India,INR,2026-03-07,2026-03-12,11989.78,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002179,V00354,PO0000614,CT000354,P0043,Brazil,MXN,2025-01-20,2025-01-22,2896.49,45,Critical,Approved,NORMAL_ON_TIME
INV00002180,V00213,PO0000405,CT000213,P0014,USA,INR,2025-07-06,2025-07-11,55793.0,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00002181,V00338,PO0000597,CT000338,P0032,Indonesia,EUR,2025-02-27,2025-03-06,10190.17,90,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00002182,V00372,PO0000525,CT000372,P0035,USA,USD,2025-01-16,2025-01-23,142262.72,60,High,Approved,NORMAL_ON_TIME
INV00002183,V00309,PO0000971,CT000309,P0047,USA,IDR,2026-03-30,2026-04-05,14199.8,30,Medium,Approved,NORMAL_ON_TIME
INV00002184,V00298,PO0000380,CT000298,P0017,South Africa,EUR,2025-02-08,2025-02-10,194306.51,30,Medium,Pending,NORMAL_ON_TIME
INV00002185,V00164,PO0000569,CT000164,P0077,India,IDR,2026-02-17,2026-02-17,10369.88,30,Medium,Pending,NORMAL_ON_TIME
INV00002186,V00123,PO0001064,CT000123,P0008,India,EUR,2025-09-05,2025-09-08,21069.45,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002187,V00365,PO0000280,CT000365,P0072,Germany,USD,2025-05-26,2025-05-26,628062.98,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002188,V00095,PO0000893,CT000095,P0029,USA,IDR,2026-01-28,2026-02-01,11311.58,30,High,Approved,NORMAL_ON_TIME
INV00002189,V00175,PO0000395,CT000175,P0045,India,GBP,2025-01-02,2025-01-06,62326.69,30,Low,Pending,NORMAL_ON_TIME
INV00002190,V00216,PO0000764,CT000216,P0079,Indonesia,BRL,2025-11-11,2025-11-13,17946.77,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00002191,V00165,PO0000564,CT000165,P0059,Brazil,USD,2025-12-16,2025-12-17,55965.07,90,Medium,Approved,NORMAL_ON_TIME
INV00002192,V00157,PO0000582,CT000157,P0006,USA,EUR,2025-06-15,2025-06-19,2146.34,45,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00002193,V00252,PO0000873,CT000252,P0052,South Africa,USD,2025-05-17,2025-05-17,650506.18,30,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00002194,V00139,PO0000273,CT000139,P0051,Indonesia,GBP,2025-01-05,2025-01-07,23343.57,90,Low,Approved,NORMAL_ON_TIME
INV00002195,V00416,PO0000403,CT000416,P0084,USA,GBP,2025-01-11,2025-01-18,12318.49,45,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002196,V00075,PO0001171,CT000075,P0051,India,GBP,2025-01-21,2025-01-28,42128.32,30,High,Approved,PAYMENT_TERM_MISMATCH
INV00002197,V00164,PO0000095,CT000164,P0001,India,EUR,2025-07-27,2025-08-01,18979.33,60,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002198,V00356,PO0000627,CT000356,P0072,Brazil,INR,2025-08-30,2025-09-01,46082.44,60,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002199,V00200,PO0000583,CT000200,P0041,USA,ZAR,2025-07-12,2025-07-12,1281.2,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002200,V00297,PO0000156,CT000297,P0046,Mexico,USD,2025-11-16,2025-11-21,111008.46,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002201,V00272,PO0000028,CT000272,P0083,USA,ZAR,2025-06-14,2025-06-17,12913.23,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00002202,V00140,PO0000266,CT000140,P0052,India,INR,2025-12-26,2025-12-31,8573.44,45,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002203,V00313,PO0000041,CT000313,P0012,USA,BRL,2025-10-25,2025-10-26,9302.35,30,Critical,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002204,V00100,PO0000216,CT000100,P0067,Mexico,IDR,2026-03-03,2026-03-09,75939.56,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00002205,V00315,PO0000561,CT000315,P0076,UK,IDR,2025-11-27,2025-12-03,9753.51,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00002206,V00054,PO0000052,CT000054,P0047,Germany,ZAR,2025-02-28,2025-03-03,32099.12,60,Low,Approved,PAYMENT_TERM_MISMATCH
INV00002207,V00292,PO0000848,CT000292,P0065,India,ZAR,2025-09-12,2025-09-12,11483.18,90,Medium,Approved,NORMAL_ON_TIME
INV00002208,V00048,PO0000455,CT000048,P0088,USA,USD,2025-10-27,2025-10-30,4369.7,90,Medium,Approved,NORMAL_ON_TIME
INV00002209,V00365,PO0000674,CT000365,P0075,Germany,INR,2025-01-07,2025-01-09,42038.84,90,Medium,Approved,LOW_RISK_STANDARD_PROCESS
